epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
114,52004.4,1.3143,2.53457,1.0844,0.58109,0.45478,0.482,0.29352,1.29664,2.7561,1.08164,0.0044065,0.0044065,0.0044065
115,52469.8,1.31042,2.52342,1.07712,0.58301,0.45489,0.48184,0.29332,1.29664,2.75727,1.08141,0.004357,0.004357,0.004357
116,52917.8,1.31841,2.53721,1.08391,0.58203,0.4556,0.48181,0.29299,1.29645,2.75565,1.08111,0.0043075,0.0043075,0.0043075
117,53378.6,1.30767,2.51983,1.08121,0.58048,0.4572,0.48242,0.29302,1.29579,2.75484,1.08094,0.004258,0.004258,0.004258
118,53831.6,1.3116,2.51846,1.08388,0.58351,0.453,0.48187,0.29348,1.29497,2.75505,1.08041,0.0042085,0.0042085,0.0042085
119,54291.9,1.30944,2.49965,1.07996,0.59219,0.45114,0.48264,0.2939,1.29445,2.75624,1.08018,0.004159,0.004159,0.004159
120,54758.5,1.3053,2.48836,1.07874,0.596,0.45057,0.48292,0.29455,1.29447,2.75353,1.08011,0.0041095,0.0041095,0.0041095
121,55205.5,1.30116,2.48636,1.07842,0.5958,0.44823,0.48265,0.29444,1.29398,2.75551,1.08014,0.00406,0.00406,0.00406
122,55646.5,1.30387,2.48449,1.07916,0.60003,0.44769,0.48206,0.29486,1.29398,2.75493,1.07992,0.0040105,0.0040105,0.0040105
123,56103.5,1.30528,2.47989,1.07816,0.60376,0.44667,0.48246,0.2946,1.29408,2.75611,1.08001,0.003961,0.003961,0.003961
124,56551.1,1.30366,2.47284,1.0803,0.59589,0.44767,0.48217,0.2943,1.29481,2.75855,1.0802,0.0039115,0.0039115,0.0039115
125,57002.4,1.29803,2.46244,1.07784,0.59357,0.44919,0.48201,0.29392,1.29518,2.76092,1.08029,0.003862,0.003862,0.003862
126,57448.4,1.29963,2.46238,1.07598,0.59221,0.44883,0.48205,0.29408,1.29516,2.76094,1.07993,0.0038125,0.0038125,0.0038125
127,57896.9,1.29702,2.45537,1.07838,0.59388,0.44901,0.48242,0.29427,1.29501,2.76073,1.07976,0.003763,0.003763,0.003763
128,58339.2,1.29755,2.44475,1.07575,0.59596,0.44811,0.48259,0.29423,1.29463,2.76051,1.07968,0.0037135,0.0037135,0.0037135
129,58800.8,1.29265,2.43607,1.07457,0.58963,0.45143,0.48263,0.29411,1.29438,2.76064,1.07967,0.003664,0.003664,0.003664
130,59270.1,1.29757,2.4294,1.07317,0.59413,0.44919,0.48211,0.29422,1.29463,2.76172,1.07963,0.0036145,0.0036145,0.0036145
131,59737.6,1.29966,2.43403,1.07304,0.59963,0.44479,0.48209,0.294,1.29491,2.7621,1.07958,0.003565,0.003565,0.003565
132,60195.1,1.29307,2.41565,1.07544,0.59273,0.4486,0.4823,0.29393,1.29494,2.76117,1.0796,0.0035155,0.0035155,0.0035155
133,60650,1.28772,2.40222,1.07077,0.58665,0.45235,0.48259,0.29379,1.29495,2.76113,1.07957,0.003466,0.003466,0.003466
134,61101.3,1.28326,2.3931,1.07251,0.59019,0.45171,0.4824,0.29394,1.29495,2.76122,1.07943,0.0034165,0.0034165,0.0034165
135,61553.4,1.28535,2.39355,1.07069,0.59159,0.45148,0.48199,0.29365,1.29484,2.76142,1.0793,0.003367,0.003367,0.003367
136,61997.4,1.28362,2.38706,1.06502,0.59042,0.45256,0.48182,0.29362,1.29493,2.76182,1.07936,0.0033175,0.0033175,0.0033175
137,62448.2,1.28848,2.38936,1.07179,0.58929,0.45343,0.48217,0.29389,1.29502,2.76326,1.07933,0.003268,0.003268,0.003268
138,62910.6,1.28781,2.38283,1.07132,0.58968,0.45323,0.48203,0.29398,1.2951,2.76406,1.07941,0.0032185,0.0032185,0.0032185
139,63365.6,1.28365,2.37321,1.07105,0.59071,0.45346,0.48207,0.29404,1.295,2.76471,1.07929,0.003169,0.003169,0.003169
140,63831.1,1.28644,2.37449,1.06801,0.58877,0.45305,0.48229,0.29432,1.2952,2.76599,1.07916,0.0031195,0.0031195,0.0031195
141,64298.8,1.27719,2.35632,1.06784,0.58629,0.4539,0.4822,0.2941,1.29504,2.76622,1.07902,0.00307,0.00307,0.00307
142,64755,1.28542,2.35346,1.06952,0.5885,0.45393,0.48278,0.29396,1.29527,2.76663,1.07888,0.0030205,0.0030205,0.0030205
143,65219.1,1.28047,2.35273,1.06699,0.58732,0.45457,0.48248,0.29389,1.2952,2.76661,1.0787,0.002971,0.002971,0.002971
144,65685.8,1.28161,2.34139,1.06876,0.59097,0.4535,0.4824,0.29369,1.29543,2.76716,1.07858,0.0029215,0.0029215,0.0029215
145,66149,1.2752,2.33146,1.06613,0.58984,0.45312,0.48197,0.29361,1.29535,2.76749,1.07863,0.002872,0.002872,0.002872
146,66599.5,1.27749,2.3333,1.06427,0.59021,0.4531,0.48171,0.29337,1.29511,2.76927,1.07855,0.0028225,0.0028225,0.0028225
147,67045.7,1.27153,2.32395,1.06233,0.58635,0.45475,0.48156,0.29327,1.2953,2.7702,1.07855,0.002773,0.002773,0.002773
148,67498.6,1.27301,2.32391,1.06352,0.58574,0.45515,0.48144,0.29325,1.29524,2.77175,1.07849,0.0027235,0.0027235,0.0027235
