epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
140,97519.1,1.09335,1.92801,1.19616,0.89912,0.82027,0.89017,0.65675,1.08433,1.77611,1.19874,0.0031195,0.0031195,0.0031195
141,98216.4,1.08995,1.92275,1.19854,0.89774,0.821,0.89027,0.65698,1.08396,1.77558,1.19845,0.00307,0.00307,0.00307
142,98905.3,1.08399,1.91331,1.19136,0.89776,0.82155,0.89034,0.65757,1.08347,1.77363,1.19802,0.0030205,0.0030205,0.0030205
143,99601.2,1.09026,1.91678,1.19,0.89792,0.82276,0.89089,0.65749,1.08323,1.77206,1.1975,0.002971,0.002971,0.002971
144,100288,1.08972,1.89671,1.19067,0.89834,0.8233,0.89111,0.6581,1.08284,1.77194,1.19707,0.0029215,0.0029215,0.0029215
145,100987,1.08591,1.89717,1.18634,0.8988,0.82419,0.89139,0.65821,1.08258,1.7706,1.19681,0.002872,0.002872,0.002872
146,101674,1.08601,1.8988,1.18608,0.89864,0.82713,0.89255,0.65863,1.08201,1.76978,1.196,0.0028225,0.0028225,0.0028225
147,102381,1.08552,1.89587,1.18914,0.89802,0.82774,0.89251,0.65874,1.08158,1.76806,1.19557,0.002773,0.002773,0.002773
148,103078,1.09215,1.89837,1.18585,0.9006,0.82738,0.89338,0.65908,1.08135,1.76795,1.19514,0.0027235,0.0027235,0.0027235
149,103777,1.08889,1.90327,1.1883,0.89853,0.82831,0.89351,0.65939,1.08086,1.76703,1.19466,0.002674,0.002674,0.002674
150,104470,1.08017,1.88543,1.18495,0.89938,0.82848,0.89357,0.65994,1.08056,1.76622,1.19426,0.0026245,0.0026245,0.0026245
151,105155,1.0848,1.88583,1.18765,0.90083,0.82723,0.89354,0.66014,1.08001,1.76619,1.19378,0.002575,0.002575,0.002575
152,105851,1.07367,1.85681,1.18382,0.90187,0.82708,0.89373,0.6604,1.07963,1.76612,1.19335,0.0025255,0.0025255,0.0025255
153,106546,1.08113,1.856,1.18643,0.90229,0.82673,0.8936,0.66077,1.07926,1.7661,1.19292,0.002476,0.002476,0.002476
154,107246,1.08319,1.87031,1.18724,0.90107,0.82752,0.89384,0.66077,1.0792,1.76445,1.19251,0.0024265,0.0024265,0.0024265
155,107949,1.07275,1.84959,1.18601,0.89762,0.82947,0.89386,0.66174,1.07873,1.76314,1.19216,0.002377,0.002377,0.002377
156,108646,1.07655,1.84463,1.18343,0.89961,0.82757,0.89397,0.66219,1.07862,1.76251,1.19192,0.0023275,0.0023275,0.0023275
157,109339,1.0822,1.84913,1.18172,0.89883,0.82742,0.89417,0.66239,1.0784,1.76234,1.1916,0.002278,0.002278,0.002278
158,110030,1.07358,1.83836,1.18308,0.89724,0.8281,0.89429,0.66299,1.07805,1.76266,1.19114,0.0022285,0.0022285,0.0022285
159,110713,1.06974,1.82677,1.18574,0.89868,0.82746,0.89456,0.66367,1.07784,1.76214,1.19089,0.002179,0.002179,0.002179
160,111414,1.07007,1.82269,1.17503,0.89755,0.8286,0.89478,0.66389,1.07728,1.76104,1.19055,0.0021295,0.0021295,0.0021295
161,112110,1.06618,1.81882,1.18059,0.89688,0.82996,0.89483,0.6637,1.07725,1.76119,1.19039,0.00208,0.00208,0.00208
162,112804,1.07229,1.81383,1.17858,0.89795,0.82946,0.89505,0.66414,1.07715,1.76096,1.19025,0.0020305,0.0020305,0.0020305
163,113500,1.06828,1.82137,1.17821,0.89759,0.83062,0.89529,0.664,1.07676,1.761,1.19006,0.001981,0.001981,0.001981
164,114188,1.06509,1.79496,1.17557,0.8989,0.82993,0.89552,0.66441,1.0765,1.75991,1.18979,0.0019315,0.0019315,0.0019315
165,114876,1.06026,1.79075,1.17087,0.89905,0.83007,0.89561,0.66495,1.07604,1.75906,1.1895,0.001882,0.001882,0.001882
166,115579,1.05853,1.78614,1.17362,0.89889,0.83087,0.89562,0.66503,1.07603,1.75873,1.18931,0.0018325,0.0018325,0.0018325
167,116283,1.06756,1.798,1.17367,0.90267,0.8279,0.89606,0.6655,1.07583,1.75791,1.18906,0.001783,0.001783,0.001783
