epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,7520.54,1.43041,3.02478,1.00079,0.42937,0.32621,0.32111,0.18324,1.34626,2.8557,0.96509,0.007921,0.007921,0.007921
44,7698.5,1.43471,3.02752,1.00035,0.43976,0.31841,0.32417,0.18609,1.34197,2.83339,0.9642,0.0078715,0.0078715,0.0078715
45,7874.24,1.42987,3.00691,0.99922,0.44789,0.32612,0.32882,0.18699,1.3393,2.8212,0.96434,0.007822,0.007822,0.007822
46,8052.88,1.42499,2.98552,0.99845,0.45925,0.32382,0.32968,0.18773,1.34062,2.81979,0.96404,0.0077725,0.0077725,0.0077725
47,8229.5,1.41661,2.98088,0.99562,0.44427,0.32488,0.32805,0.18671,1.33325,2.827,0.96139,0.007723,0.007723,0.007723
48,8406.49,1.41781,2.98201,0.99686,0.45068,0.33109,0.3317,0.18836,1.33187,2.80027,0.96295,0.0076735,0.0076735,0.0076735
49,8582.56,1.40499,2.94191,0.99089,0.45386,0.3326,0.33435,0.19231,1.33009,2.78764,0.96163,0.007624,0.007624,0.007624
50,8758.65,1.40838,2.95706,0.99173,0.45824,0.33357,0.33649,0.19198,1.32589,2.77917,0.96039,0.0075745,0.0075745,0.0075745
51,8937.43,1.40244,2.9357,0.99177,0.4536,0.33017,0.33641,0.19292,1.32129,2.77564,0.95958,0.007525,0.007525,0.007525
52,9115.79,1.4069,2.93151,0.98997,0.45584,0.3289,0.33575,0.19319,1.32282,2.77771,0.95868,0.0074755,0.0074755,0.0074755
53,9291.27,1.39862,2.91903,0.98933,0.4594,0.33183,0.33676,0.19366,1.32097,2.76991,0.95982,0.007426,0.007426,0.007426
54,9466.28,1.39913,2.90767,0.98999,0.45743,0.33392,0.34013,0.19561,1.31626,2.75871,0.95684,0.0073765,0.0073765,0.0073765
55,9642.55,1.3937,2.90132,0.98765,0.45128,0.33564,0.34094,0.19701,1.31598,2.75634,0.95849,0.007327,0.007327,0.007327
56,9820.46,1.39553,2.89566,0.98885,0.46141,0.334,0.33899,0.19564,1.31305,2.76157,0.95713,0.0072775,0.0072775,0.0072775
57,9998.82,1.38867,2.88159,0.98695,0.465,0.34004,0.34371,0.19733,1.31002,2.74346,0.95588,0.007228,0.007228,0.007228
58,10176.5,1.39851,2.89985,0.98804,0.45763,0.33885,0.34402,0.19788,1.30591,2.73672,0.95522,0.0071785,0.0071785,0.0071785
59,10354.1,1.39732,2.87622,0.98914,0.45197,0.34457,0.3459,0.19973,1.30585,2.72852,0.95537,0.007129,0.007129,0.007129
60,10530.5,1.38616,2.86741,0.98502,0.46822,0.33983,0.34504,0.1985,1.30181,2.7281,0.95316,0.0070795,0.0070795,0.0070795
61,10708.4,1.38633,2.85813,0.98395,0.46752,0.33914,0.34537,0.20029,1.30242,2.72057,0.95261,0.00703,0.00703,0.00703
62,10885.5,1.37845,2.84172,0.98583,0.45883,0.34512,0.34617,0.201,1.30241,2.70822,0.95416,0.0069805,0.0069805,0.0069805
63,11061.5,1.38149,2.84171,0.98827,0.47084,0.34294,0.3507,0.20286,1.3,2.7113,0.95224,0.006931,0.006931,0.006931
64,11237.8,1.37493,2.83385,0.98249,0.46315,0.34526,0.3495,0.20211,1.29711,2.70385,0.95195,0.0068815,0.0068815,0.0068815
65,11416.1,1.37752,2.82897,0.98304,0.46664,0.34716,0.35205,0.20285,1.29615,2.7006,0.95109,0.006832,0.006832,0.006832
66,11594.6,1.37221,2.81621,0.9832,0.47639,0.34337,0.35317,0.20363,1.29485,2.69764,0.95121,0.0067825,0.0067825,0.0067825
67,11772,1.37474,2.82594,0.98188,0.47825,0.33843,0.35045,0.20317,1.29181,2.69121,0.95009,0.006733,0.006733,0.006733
68,11948.7,1.36717,2.79819,0.98115,0.47036,0.34848,0.35351,0.20472,1.29197,2.68415,0.95024,0.0066835,0.0066835,0.0066835
69,12125,1.36826,2.79753,0.97985,0.46807,0.34678,0.35355,0.20435,1.29058,2.67717,0.9498,0.006634,0.006634,0.006634
70,12299,1.36615,2.78634,0.9755,0.46088,0.35326,0.35541,0.20567,1.29062,2.67836,0.94986,0.0065845,0.0065845,0.0065845
71,12476.4,1.36402,2.78439,0.97679,0.46793,0.34922,0.35576,0.20531,1.28715,2.67735,0.94868,0.006535,0.006535,0.006535
72,12653.8,1.36712,2.79204,0.97901,0.45474,0.35424,0.35445,0.20529,1.28797,2.67629,0.94866,0.0064855,0.0064855,0.0064855
73,12828.2,1.36053,2.77273,0.97768,0.47071,0.35368,0.35914,0.20769,1.28347,2.66841,0.94722,0.006436,0.006436,0.006436
74,13007.2,1.35934,2.76719,0.97996,0.475,0.35106,0.35865,0.20779,1.28607,2.6628,0.9492,0.0063865,0.0063865,0.0063865
75,13185.2,1.35366,2.75328,0.97563,0.47655,0.34855,0.35509,0.20552,1.28707,2.66722,0.94966,0.006337,0.006337,0.006337
76,13363.7,1.35695,2.75938,0.97513,0.47161,0.35309,0.35884,0.20763,1.28386,2.6573,0.94819,0.0062875,0.0062875,0.0062875
77,13539.8,1.34899,2.7422,0.97497,0.47343,0.35656,0.36137,0.20907,1.28159,2.65575,0.94756,0.006238,0.006238,0.006238
78,13715.6,1.35453,2.73993,0.97549,0.4862,0.35187,0.36298,0.21095,1.27867,2.65033,0.94571,0.0061885,0.0061885,0.0061885
79,13893.8,1.34906,2.73243,0.97481,0.48528,0.35305,0.36355,0.21133,1.28056,2.64673,0.94718,0.006139,0.006139,0.006139
80,14071.1,1.34945,2.74087,0.97236,0.47898,0.35638,0.36123,0.20965,1.27872,2.65237,0.94656,0.0060895,0.0060895,0.0060895
81,14245.2,1.34253,2.7127,0.97482,0.46913,0.35782,0.36434,0.2119,1.27714,2.64279,0.9457,0.00604,0.00604,0.00604
82,14419.5,1.34542,2.71003,0.97273,0.47475,0.35883,0.36355,0.21115,1.2764,2.63602,0.94507,0.0059905,0.0059905,0.0059905
83,14596.2,1.3409,2.69932,0.97245,0.47428,0.35962,0.36328,0.21118,1.27453,2.63445,0.94438,0.005941,0.005941,0.005941
84,14773.1,1.33916,2.6993,0.97154,0.47337,0.35912,0.36648,0.21372,1.27059,2.62595,0.94317,0.0058915,0.0058915,0.0058915
85,14947.1,1.33852,2.69903,0.97114,0.47684,0.36014,0.36682,0.21269,1.2715,2.62406,0.94374,0.005842,0.005842,0.005842
86,15123.8,1.33415,2.69507,0.97167,0.4757,0.36043,0.36659,0.21318,1.27046,2.6297,0.94394,0.0057925,0.0057925,0.0057925
87,15303.1,1.34376,2.69939,0.97307,0.47374,0.36324,0.36849,0.21402,1.27012,2.62572,0.94406,0.005743,0.005743,0.005743
88,15478,1.33924,2.68557,0.96915,0.47872,0.35881,0.36788,0.21377,1.26806,2.61596,0.94353,0.0056935,0.0056935,0.0056935
89,15654.9,1.33273,2.67201,0.97064,0.48145,0.35764,0.36736,0.2136,1.26596,2.61404,0.94252,0.005644,0.005644,0.005644
90,15831.8,1.33477,2.67454,0.9679,0.47965,0.36096,0.36854,0.21385,1.26551,2.61151,0.94175,0.0055945,0.0055945,0.0055945
91,16009.1,1.32982,2.66011,0.97128,0.47932,0.3628,0.3684,0.21448,1.26355,2.60709,0.94182,0.005545,0.005545,0.005545
92,16186.4,1.3317,2.66328,0.97126,0.49295,0.35812,0.36909,0.2152,1.26293,2.6065,0.94124,0.0054955,0.0054955,0.0054955
93,16364.9,1.3333,2.65334,0.97051,0.4903,0.35811,0.37057,0.2154,1.26101,2.60258,0.94087,0.005446,0.005446,0.005446
94,16542.2,1.3361,2.66945,0.97166,0.49116,0.35654,0.36989,0.21595,1.26139,2.60151,0.94054,0.0053965,0.0053965,0.0053965
95,16719.4,1.33414,2.67406,0.9719,0.48531,0.36306,0.37057,0.21604,1.26099,2.59827,0.94072,0.005347,0.005347,0.005347
96,16896.4,1.32668,2.65377,0.96925,0.48016,0.36314,0.37049,0.21603,1.26097,2.59392,0.94046,0.0052975,0.0052975,0.0052975
97,17072.2,1.32841,2.64706,0.96794,0.47913,0.36322,0.3713,0.21624,1.26019,2.59306,0.94029,0.005248,0.005248,0.005248
98,17250.8,1.32217,2.6336,0.9677,0.48982,0.35897,0.37064,0.21663,1.26017,2.5969,0.94021,0.0051985,0.0051985,0.0051985
99,17426.7,1.33035,2.64897,0.96744,0.48889,0.36366,0.37202,0.21708,1.25887,2.59484,0.94021,0.005149,0.005149,0.005149
100,17602.3,1.32252,2.6208,0.96705,0.48629,0.3642,0.37269,0.21806,1.25861,2.59307,0.93971,0.0050995,0.0050995,0.0050995
101,17778.2,1.32046,2.62457,0.96821,0.48499,0.3644,0.37279,0.21752,1.25777,2.59221,0.93954,0.00505,0.00505,0.00505
102,17953,1.32214,2.6182,0.96273,0.47891,0.36756,0.3729,0.21774,1.25682,2.58702,0.9389,0.0050005,0.0050005,0.0050005
103,18131.5,1.32245,2.62142,0.96675,0.48183,0.36571,0.37235,0.21755,1.25724,2.58721,0.93914,0.004951,0.004951,0.004951
104,18305.4,1.32372,2.61864,0.96426,0.48936,0.36429,0.37315,0.21779,1.25639,2.58528,0.93869,0.0049015,0.0049015,0.0049015
105,18480.2,1.31599,2.60316,0.96307,0.4845,0.36528,0.37327,0.21872,1.25494,2.58451,0.93857,0.004852,0.004852,0.004852
106,18659,1.31403,2.6026,0.96365,0.48973,0.36512,0.37463,0.2191,1.25396,2.58195,0.93863,0.0048025,0.0048025,0.0048025
107,18836.2,1.32047,2.59521,0.96409,0.49013,0.36409,0.37369,0.21919,1.25367,2.5791,0.93872,0.004753,0.004753,0.004753
108,19012.6,1.31626,2.59967,0.96213,0.48593,0.36681,0.37364,0.21858,1.25303,2.5756,0.93882,0.0047035,0.0047035,0.0047035
109,19190.8,1.31001,2.58494,0.96348,0.48921,0.36818,0.37346,0.21871,1.25307,2.57585,0.93878,0.004654,0.004654,0.004654
110,19368.6,1.31429,2.58884,0.96404,0.48952,0.36696,0.37354,0.21877,1.25175,2.57469,0.93864,0.0046045,0.0046045,0.0046045
111,19544.9,1.30165,2.57435,0.96401,0.49139,0.36522,0.37373,0.21893,1.25054,2.57354,0.93851,0.004555,0.004555,0.004555
112,19721.6,1.30855,2.5821,0.96207,0.49255,0.36736,0.37558,0.21965,1.24999,2.57089,0.93831,0.0045055,0.0045055,0.0045055
113,19897.5,1.31301,2.58005,0.96273,0.49035,0.36855,0.37587,0.2197,1.25008,2.56952,0.93841,0.004456,0.004456,0.004456
114,20072.5,1.29822,2.54602,0.96142,0.49199,0.3666,0.37554,0.2191,1.24954,2.56684,0.93805,0.0044065,0.0044065,0.0044065
115,20247.2,1.30793,2.55874,0.95951,0.49357,0.36686,0.37562,0.21932,1.24951,2.56459,0.93807,0.004357,0.004357,0.004357
116,20420.5,1.30513,2.55217,0.96117,0.49843,0.3638,0.37569,0.2195,1.24913,2.56288,0.93801,0.0043075,0.0043075,0.0043075
117,20594.3,1.29416,2.53748,0.95979,0.49161,0.36505,0.37561,0.21967,1.24878,2.56165,0.93786,0.004258,0.004258,0.004258
118,20772.3,1.30575,2.55292,0.95934,0.49258,0.36671,0.37639,0.2201,1.24856,2.56087,0.9378,0.0042085,0.0042085,0.0042085
119,20948,1.29756,2.53938,0.95846,0.49686,0.36458,0.3765,0.22044,1.24833,2.56147,0.9375,0.004159,0.004159,0.004159
120,21125.8,1.3003,2.54505,0.96263,0.49356,0.36571,0.37648,0.22064,1.24818,2.55972,0.93751,0.0041095,0.0041095,0.0041095
121,21303,1.30261,2.54456,0.96042,0.49351,0.3663,0.37626,0.22077,1.24748,2.55797,0.93718,0.00406,0.00406,0.00406
122,21477.7,1.2925,2.51837,0.95939,0.48901,0.37009,0.37738,0.22103,1.2472,2.55683,0.9372,0.0040105,0.0040105,0.0040105
123,21654.6,1.29632,2.52564,0.9577,0.4922,0.37021,0.37768,0.22153,1.2468,2.55747,0.93726,0.003961,0.003961,0.003961
124,21833.1,1.29989,2.52455,0.96241,0.48736,0.37052,0.37887,0.22156,1.24596,2.55402,0.93694,0.0039115,0.0039115,0.0039115
125,22009.9,1.29516,2.51837,0.95829,0.48934,0.37197,0.37854,0.22174,1.24589,2.55108,0.93684,0.003862,0.003862,0.003862
126,22186.3,1.29015,2.51184,0.95599,0.48766,0.3741,0.37821,0.22146,1.24527,2.54943,0.93662,0.0038125,0.0038125,0.0038125
127,22365,1.28921,2.50424,0.95893,0.48866,0.37271,0.37811,0.22156,1.24481,2.54869,0.93652,0.003763,0.003763,0.003763
128,22542.1,1.29083,2.49352,0.95381,0.49272,0.37218,0.37849,0.22172,1.24401,2.54833,0.93635,0.0037135,0.0037135,0.0037135
129,22718.7,1.2893,2.50259,0.95621,0.49049,0.373,0.37889,0.222,1.24352,2.54763,0.93619,0.003664,0.003664,0.003664
130,22895,1.28473,2.48559,0.95556,0.49098,0.37197,0.37865,0.22206,1.24319,2.54693,0.93597,0.0036145,0.0036145,0.0036145
131,23072.4,1.29667,2.50756,0.95923,0.49066,0.3715,0.37894,0.22196,1.24244,2.54659,0.93582,0.003565,0.003565,0.003565
132,23247.4,1.2866,2.48388,0.95799,0.48981,0.37249,0.37851,0.22182,1.24227,2.54567,0.93583,0.0035155,0.0035155,0.0035155
133,23423.6,1.28917,2.48046,0.95614,0.4865,0.37413,0.37824,0.22181,1.24189,2.54502,0.9357,0.003466,0.003466,0.003466
134,23601.1,1.28202,2.47364,0.95361,0.48632,0.37248,0.37809,0.22202,1.24165,2.54522,0.93562,0.0034165,0.0034165,0.0034165
135,23778.7,1.2882,2.48206,0.95351,0.48745,0.37231,0.37837,0.22191,1.24165,2.54506,0.93563,0.003367,0.003367,0.003367
136,23957.3,1.28231,2.47262,0.95547,0.48819,0.37198,0.37825,0.22162,1.24164,2.5444,0.93554,0.0033175,0.0033175,0.0033175
137,24133.1,1.28259,2.47701,0.95622,0.49262,0.36944,0.37811,0.22211,1.24094,2.54409,0.93527,0.003268,0.003268,0.003268
138,24310.8,1.28513,2.46398,0.95549,0.49297,0.36837,0.37813,0.22215,1.24072,2.54386,0.93516,0.0032185,0.0032185,0.0032185
139,24486.5,1.28025,2.46146,0.95374,0.49356,0.36783,0.37861,0.2225,1.24081,2.5446,0.93504,0.003169,0.003169,0.003169
140,24665.2,1.29217,2.47298,0.95458,0.49357,0.3681,0.37826,0.2225,1.24064,2.54445,0.93506,0.0031195,0.0031195,0.0031195
141,24841.8,1.2829,2.44828,0.95242,0.49291,0.36898,0.37843,0.22239,1.2403,2.54401,0.93498,0.00307,0.00307,0.00307
142,25018.1,1.28129,2.45772,0.95422,0.49676,0.36742,0.37854,0.22266,1.23999,2.54447,0.93477,0.0030205,0.0030205,0.0030205
143,25196,1.28696,2.46911,0.95324,0.49652,0.36783,0.37895,0.22253,1.23966,2.54441,0.9347,0.002971,0.002971,0.002971
144,25372.3,1.27754,2.44374,0.95243,0.49827,0.36731,0.37908,0.22279,1.23922,2.54359,0.93467,0.0029215,0.0029215,0.0029215
145,25549.1,1.28073,2.43951,0.95267,0.4985,0.36753,0.37915,0.22276,1.23911,2.54317,0.93467,0.002872,0.002872,0.002872
146,25726.4,1.27912,2.43804,0.95182,0.50227,0.36535,0.37925,0.22295,1.23899,2.54326,0.93454,0.0028225,0.0028225,0.0028225
147,25903.9,1.27333,2.42195,0.94971,0.50302,0.36571,0.37956,0.22304,1.23874,2.54223,0.93442,0.002773,0.002773,0.002773
148,26080.8,1.27728,2.43294,0.95277,0.50341,0.36709,0.37984,0.22326,1.2385,2.54247,0.93439,0.0027235,0.0027235,0.0027235
149,26257.9,1.26779,2.42515,0.95128,0.50492,0.36696,0.37979,0.22324,1.23825,2.54205,0.93436,0.002674,0.002674,0.002674
150,26433.2,1.27046,2.4113,0.94944,0.50478,0.36707,0.37994,0.22323,1.23821,2.54214,0.93431,0.0026245,0.0026245,0.0026245
151,26610.7,1.26938,2.4163,0.95054,0.50343,0.36815,0.37974,0.22312,1.23785,2.54205,0.9342,0.002575,0.002575,0.002575
152,26787.4,1.27065,2.41021,0.95016,0.50369,0.36815,0.37982,0.22304,1.23784,2.54246,0.93426,0.0025255,0.0025255,0.0025255
153,26965.9,1.26568,2.40813,0.95146,0.50302,0.3698,0.37994,0.22325,1.23756,2.54195,0.93414,0.002476,0.002476,0.002476
154,27142.2,1.27234,2.40699,0.95211,0.50328,0.36894,0.37998,0.22321,1.23721,2.5424,0.93407,0.0024265,0.0024265,0.0024265
155,27320,1.26377,2.39177,0.94972,0.50242,0.36965,0.37999,0.22319,1.23731,2.54279,0.93413,0.002377,0.002377,0.002377
156,27498.8,1.26813,2.38504,0.94836,0.50251,0.36994,0.37995,0.22293,1.23748,2.54056,0.93424,0.0023275,0.0023275,0.0023275
157,27676.5,1.26942,2.40595,0.95009,0.50547,0.36794,0.37992,0.22291,1.23712,2.5394,0.93418,0.002278,0.002278,0.002278
158,27855.4,1.2702,2.39369,0.95039,0.50552,0.3676,0.37991,0.22281,1.23707,2.53976,0.93419,0.0022285,0.0022285,0.0022285
159,28031.8,1.26501,2.39435,0.95064,0.50482,0.3683,0.38008,0.22295,1.23713,2.53963,0.93426,0.002179,0.002179,0.002179
160,28207.4,1.25976,2.3745,0.94606,0.50428,0.36851,0.38033,0.22317,1.23693,2.53973,0.93418,0.0021295,0.0021295,0.0021295
161,28381.6,1.26128,2.35902,0.94799,0.50554,0.36804,0.38004,0.22315,1.2367,2.53954,0.93412,0.00208,0.00208,0.00208
162,28559.4,1.26906,2.37844,0.94744,0.50376,0.369,0.38031,0.22327,1.23634,2.53821,0.93404,0.0020305,0.0020305,0.0020305
163,28735.8,1.26078,2.3725,0.94609,0.50363,0.36905,0.38011,0.22322,1.23596,2.5386,0.93396,0.001981,0.001981,0.001981
164,28914.4,1.26029,2.36752,0.9475,0.50321,0.36883,0.38001,0.22329,1.23608,2.53907,0.93392,0.0019315,0.0019315,0.0019315
165,29090.7,1.25745,2.35261,0.94604,0.50445,0.3692,0.37987,0.22315,1.23598,2.53893,0.9339,0.001882,0.001882,0.001882
166,29268.2,1.2623,2.35653,0.94801,0.50358,0.36877,0.37997,0.22307,1.23613,2.53853,0.93389,0.0018325,0.0018325,0.0018325
